UserID,ItemID,Rating,UserState,UserTimeZone,ItemCity,ItemState,ItemTimeZone,TripType
26AFC9E8C2FB1A86E2672BF7DCE889BD,240589,5,AL,CENTRAL,CLEVELAND,OH,EASTERN,FAMILY
A55D2FFA73774725E57E44C878A7AD67,77652,5,AR,CENTRAL,LONGBEACH,CA,PACIFIC,SOLO
827A5A24F3609CD17E65295E925E8541,223774,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,FAMILY
F021F47754873189167DD3834F37984C,223660,5,AR,CENTRAL,NASHVILLE,TN,CENTRAL,SOLO
F37EA573B4618A434D5A213B9F12869B,81985,5,AR,CENTRAL,SANFRANCISCO,CA,PACIFIC,FAMILY
5CF656A1788BD833426562587B8D36B0,111960,5,AR,CENTRAL,NASHVILLE,TN,CENTRAL,FRIENDS
279E0C95CA795788390C71D26206FEB6,223699,5,AR,CENTRAL,NASHVILLE,TN,CENTRAL,FAMILY
A55D2FFA73774725E57E44C878A7AD67,217844,5,AR,CENTRAL,SANFRANCISCO,CA,PACIFIC,COUPLES
827A5A24F3609CD17E65295E925E8541,223103,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,COUPLES
F021F47754873189167DD3834F37984C,98728,5,AR,CENTRAL,DALLAS,TX,CENTRAL,FAMILY
32031642B316E7387B707D991EA8DCAC,223699,5,AR,CENTRAL,NASHVILLE,TN,CENTRAL,FAMILY
F37EA573B4618A434D5A213B9F12869B,98728,5,AR,CENTRAL,DALLAS,TX,CENTRAL,FAMILY
DE458F170554516D8A54AAD3A5FD565C,608401,5,AR,CENTRAL,HOUSTON,TX,CENTRAL,COUPLES
722C5933CBFEB0CCFA7E4232036DCF9A,1008639,5,AR,CENTRAL,WICHITA,KS,CENTRAL,BUSINESS
279E0C95CA795788390C71D26206FEB6,578478,5,AR,CENTRAL,KNOXVILLE,TN,CENTRAL,COUPLES
A55D2FFA73774725E57E44C878A7AD67,81434,5,AR,CENTRAL,SACRAMENTO,CA,PACIFIC,BUSINESS
F021F47754873189167DD3834F37984C,601419,5,AR,CENTRAL,LASVEGAS,NV,PACIFIC,BUSINESS
1554FD499856A7121D0B5BC96C7DBCC8,105188,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,COUPLES
F37EA573B4618A434D5A213B9F12869B,111530,5,AR,CENTRAL,DALLAS,TX,CENTRAL,COUPLES
03D8882A1AFF6DB73D1FA6FA99A28051,98827,5,AR,CENTRAL,ELPASO,TX,CENTRAL,BUSINESS
1D12F0102452A1358B44AA6707F2C52A,223911,5,AR,CENTRAL,OVERLAND PARK,KS,CENTRAL,COUPLES
1D12F0102452A1358B44AA6707F2C52A,94554,5,AR,CENTRAL,DETROIT,MI,EASTERN,COUPLES
279E0C95CA795788390C71D26206FEB6,83093,5,AR,CENTRAL,DENVER,CO,MOUNTAIN,BUSINESS
279E0C95CA795788390C71D26206FEB6,93396,5,AR,CENTRAL,NEWYORK,NY,EASTERN,COUPLES
827A5A24F3609CD17E65295E925E8541,96735,5,AR,CENTRAL,PHILADELPHIA,PA,EASTERN,COUPLES
DE458F170554516D8A54AAD3A5FD565C,111855,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,COUPLES
5CF656A1788BD833426562587B8D36B0,310409,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,FAMILY
1D12F0102452A1358B44AA6707F2C52A,142271,5,AR,CENTRAL,ORLANDO,FL,EASTERN,FRIENDS
722C5933CBFEB0CCFA7E4232036DCF9A,85352,5,AR,CENTRAL,DENVER,CO,MOUNTAIN,BUSINESS
279E0C95CA795788390C71D26206FEB6,97952,5,AR,CENTRAL,KNOXVILLE,TN,CENTRAL,FAMILY
A55D2FFA73774725E57E44C878A7AD67,86696,5,AR,CENTRAL,GAINESVILLE,FL,EASTERN,SOLO
32031642B316E7387B707D991EA8DCAC,105488,5,AR,CENTRAL,NASHVILLE,TN,CENTRAL,FAMILY
32031642B316E7387B707D991EA8DCAC,310409,5,AR,CENTRAL,MEMPHIS,TN,CENTRAL,FAMILY
F37EA573B4618A434D5A213B9F12869B,114644,5,AR,CENTRAL,OVERLAND PARK,KS,CENTRAL,FAMILY
5CF656A1788BD833426562587B8D36B0,84115,5,AR,CENTRAL,WASHINGTONDC,DC,EASTERN,FAMILY
03D8882A1AFF6DB73D1FA6FA99A28051,112188,5,AR,CENTRAL,PORTLAND,OR,PACIFIC,FAMILY
279E0C95CA795788390C71D26206FEB6,102033,5,AR,CENTRAL,PORTLAND,OR,PACIFIC,FAMILY
5334D955E2505AF26EB719C674F73E41,85981,5,ARGENTINA,ARGENTINA,ORLANDO,FL,EASTERN,FRIENDS
5334D955E2505AF26EB719C674F73E41,1149365,5,ARGENTINA,ARGENTINA,MIAMI,MI,EASTERN,COUPLES
5334D955E2505AF26EB719C674F73E41,1815254,5,ARGENTINA,ARGENTINA,MIAMI,MI,EASTERN,BUSINESS
6C58CAD0A92930F04C319E39645C07A2,80756,5,AUSTRALIA,AUSTRALIA,SANFRANCISCO,CA,PACIFIC,FAMILY
AD954341673C911AD359961FF8C1C6AE,119356,5,AUSTRALIA,AUSTRALIA,PHOENIX,AZ,MOUNTAIN,FRIENDS
0FBE79B5705A0A6F010680139EF0E8C2,94330,5,AUSTRALIA,AUSTRALIA,BOSTON,MA,EASTERN,SOLO
6A542A6936283371C30E060C4EF5912A,76083,5,AUSTRALIA,AUSTRALIA,LOSANGELES,CA,PACIFIC,COUPLES
809B6410486BA990FB28088629C8A3C1,877395,5,AUSTRALIA,AUSTRALIA,GLENDALE,AZ,MOUNTAIN,COUPLES
A3B7144E5AC775AE3291B91DE471071B,480622,5,AUSTRALIA,AUSTRALIA,ORLANDO,FL,EASTERN,FAMILY
40C925844DC1830B9CEC20698EFAF0E7,247005,5,AUSTRALIA,AUSTRALIA,SANFRANCISCO,CA,PACIFIC,FRIENDS
3368A82EE4F223C00D1E21AFFEC2AF66,75680,5,AUSTRALIA,AUSTRALIA,ANAHEIM,CA,PACIFIC,FAMILY
59A967C87138F9B76D8B434779EAC2AA,122616,5,AUSTRALIA,AUSTRALIA,NASHVILLE,TN,CENTRAL,FAMILY
6A56B25DCE5EB11CDE40202CA56487A8,93559,5,AUSTRALIA,AUSTRALIA,NEWYORK,NY,EASTERN,SOLO
AD954341673C911AD359961FF8C1C6AE,225473,5,AUSTRALIA,AUSTRALIA,AURORA,CO,MOUNTAIN,COUPLES
A083B933FF5A9098A455A623F71092BB,89599,5,AUSTRALIA,AUSTRALIA,BOSTON,MA,EASTERN,COUPLES
A3B7144E5AC775AE3291B91DE471071B,612781,5,AUSTRALIA,AUSTRALIA,ORLANDO,FL,EASTERN,COUPLES
BF8168BB856F39A49FA9AC953B95C480,1236686,5,AUSTRALIA,AUSTRALIA,CHARLOTTE,NC,EASTERN,FAMILY
01F6894476E32CCCE95F0F938B472F75,1100791,5,AUSTRALIA,AUSTRALIA,LOSANGELES,CA,PACIFIC,FAMILY
8B927630083D20B609CE9C563736F92F,223072,5,AUSTRALIA,AUSTRALIA,PALM SPRINGS,CA,PACIFIC,COUPLES
